Row,id10580,id10581,id10582,id10583,id10585,id11402,id12222,id14193,id14765,id15697,id16531,id16532,id16533,id16534,id16535,id16536,id5541,id5579,id5580,id5581,id5583,id5590,id5592,id5594,id5595,id5597,id5598,id5602,id5604,id5605,id5606,id5608,id5609,id5610,id5612,id5614,id5616,id5619,id5621,id5627
id10580,1,0.875,0.916666666666667,0.8,0.7,NaN,0.888888888888889,0.9,0.777777777777778,1,NaN,0.875,1,0.777777777777778,NaN,NaN,NaN,0.714285714285714,0.777777777777778,0.888888888888889,0.909090909090909,0.875,1,1,0.863636363636364,0.9,0.857142857142857,0.875,0.75,0.9,0.875,0.9,0.8,0.875,0.818181818181818,0.875,0.875,0.714285714285714,1,0.736842105263158
id10581,0.875,1,0.75,0.75,0.708333333333333,0.888888888888889,0.75,0.727272727272727,NaN,NaN,NaN,NaN,0.666666666666667,NaN,0.714285714285714,0.888888888888889,0.857142857142857,0.571428571428571,0.75,0.875,0.777777777777778,0.705882352941177,0.916666666666667,0.833333333333333,0.75,0.888888888888889,0.846153846153846,0.75,0.884615384615385,0.764705882352941,0.75,0.75,0.928571428571429,0.823529411764706,0.791666666666667,0.75,0.75,0.833333333333333,0.875,0.7
id10582,0.916666666666667,0.75,1,1,0.727272727272727,NaN,0.933333333333333,1,1,NaN,1,1,1,1,1,NaN,NaN,0.956521739130435,0.884615384615385,0.909090909090909,0.833333333333333,0.875,0.888888888888889,0.923076923076923,0.904761904761905,1,0.954545454545455,0.947368421052632,0.916666666666667,1,1,1,0.85,1,1,0.96551724137931,1,0.5,0.875,0.91304347826087
id10583,0.8,0.75,1,1,0.75,NaN,1,0.5,NaN,0.933333333333333,1,NaN,NaN,NaN,1,0.833333333333333,NaN,0.714285714285714,0.75,0.875,0.8,0.8,0.869565217391304,0.777777777777778,1,1,0.952380952380952,1,0.875,0.9375,0.904761904761905,1,0.777777777777778,1,0.863636363636364,1,1,0.5,0.888888888888889,0.875
id10585,0.7,0.708333333333333,0.727272727272727,0.75,1,0.823529411764706,0.75,0.8,NaN,NaN,NaN,NaN,NaN,NaN,0.833333333333333,0.666666666666667,0.666666666666667,1,0.75,0.625,0.772727272727273,0.823529411764706,0.625,0.666666666666667,0.75,0.733333333333333,0.75,0.75,0.794117647058823,0.75,0.75,0.75,0.714285714285714,0.75,0.785714285714286,0.75,0.75,0.666666666666667,0.727272727272727,0.875
id11402,NaN,0.888888888888889,NaN,NaN,0.823529411764706,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,0.777777777777778,NaN,NaN,NaN,NaN,0.875,0.833333333333333,NaN,NaN,NaN,0.904761904761905,NaN,NaN,0.933333333333333,0.75,NaN,1,0.833333333333333,0.75,NaN,NaN,NaN,NaN,0.5,NaN
id12222,0.888888888888889,0.75,0.933333333333333,1,0.75,NaN,1,NaN,NaN,0.857142857142857,0.75,NaN,1,NaN,1,NaN,NaN,0.941176470588235,0.769230769230769,0.958333333333333,0.75,0.8125,0.916666666666667,0.875,1,1,1,1,0.888888888888889,1,1,0.888888888888889,0.769230769230769,1,1,0.882352941176471,1,0.5,0.888888888888889,0.95
id14193,0.9,0.727272727272727,1,0.5,0.8,NaN,NaN,1,0.666666666666667,NaN,NaN,1,NaN,0.666666666666667,0.5,NaN,0.5,NaN,1,NaN,NaN,NaN,1,0.875,1,NaN,0.9,NaN,0.777777777777778,1,NaN,1,1,NaN,0.571428571428571,1,NaN,0.785714285714286,NaN,1
id14765,0.777777777777778,NaN,1,NaN,NaN,NaN,NaN,0.666666666666667,1,NaN,1,0.833333333333333,NaN,1,NaN,NaN,0.833333333333333,NaN,0.75,NaN,NaN,NaN,NaN,0.8,0.666666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.875,NaN,0.571428571428571,0.833333333333333,0.625
id15697,1,NaN,NaN,0.933333333333333,NaN,1,0.857142857142857,NaN,NaN,1,0.75,NaN,NaN,NaN,NaN,0.625,NaN,0.684210526315789,0.909090909090909,0.888888888888889,0.909090909090909,0.928571428571429,0.684210526315789,NaN,0.857142857142857,1,0.888888888888889,0.833333333333333,NaN,0.857142857142857,0.647058823529412,0.95,NaN,NaN,0.695652173913043,NaN,NaN,0.5,0.875,0.727272727272727
